,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,basement,sqft_living15,sqft_lot15,age_at_selling,log_price,renovated,zip_mean_price
20665,2,2,3490,12410,1,0,0,1,3,2590,1,1740,14448,6,13.353475098367715,0,1
20666,3,3,4140,46173,1,0,0,1,4,4140,0,2060,43103,7,13.604789526648622,0,1
20667,2,1,1670,4441,0,0,0,1,2,1670,0,1670,4622,0,12.455675053584864,0,1
20668,2,2,1720,3600,1,0,0,1,2,1720,0,1720,3600,4,12.864576620146545,0,2
20669,1,1,1510,3961,0,0,0,1,3,1510,0,1510,3962,4,13.091904169919621,0,2
20670,2,2,1450,4040,1,0,0,1,2,1450,0,1610,4040,5,12.524526376648708,0,1
20671,3,2,1812,5026,1,0,0,1,3,1812,0,2440,6007,4,12.821258284620408,0,1
20672,1,2,1060,1208,1,0,0,1,3,940,1,1300,1169,9,13.122263372403996,0,3
20673,2,2,1600,3073,2,0,0,1,3,1600,0,1130,2921,6,13.126355398673866,0,2
20674,2,3,1530,1565,1,0,0,1,3,1280,1,1530,1381,9,13.390862630439337,0,2
20675,3,2,2070,1230,2,0,0,1,4,1500,1,1569,4802,1,13.262125319779487,0,2
20676,3,2,3630,7482,1,0,0,1,5,3630,0,1600,15716,7,13.122363377404328,0,0
20677,2,2,2140,4126,1,0,0,1,3,1960,1,2280,2615,10,13.224919965729422,0,2
20678,3,1,2010,12188,0,0,0,2,2,1150,1,1720,8475,55,12.793859310432293,0,1
20679,3,2,2630,4501,1,0,0,1,3,2630,0,2380,4599,0,13.337458627858942,0,1
20680,3,2,2233,6025,1,0,0,1,2,2233,0,1544,6036,3,12.668233097314884,0,0
20681,3,2,2990,4521,1,0,0,1,2,2990,0,2580,7539,0,13.244492510637393,0,1
20682,1,1,1240,2150,1,0,0,1,3,1240,0,1340,5289,0,13.208541073645382,0,2
20683,2,2,2230,5050,1,0,0,1,2,2230,0,2260,5050,9,12.717997664739466,0,1
20684,2,3,3700,2264,1,0,0,1,5,2280,1,3930,2567,16,14.207552645740298,0,3
20685,3,2,2290,5105,1,0,0,1,3,2290,0,2450,5105,3,13.180632285528304,0,1
20686,1,1,950,865,2,0,0,1,3,950,0,1290,1189,9,12.889169490236618,0,2
20687,1,1,1120,758,1,0,0,1,2,1120,0,1150,758,2,12.628067055589549,0,2
20688,4,3,2420,4670,1,0,0,1,2,2420,0,1430,4468,1,12.84792653170257,0,1
20689,3,2,1714,3250,1,0,0,1,3,1714,0,1714,3250,5,12.628067055589549,0,1
20690,3,2,2230,5650,1,0,0,1,2,2230,0,1590,7241,3,12.994530005894443,0,1
20691,3,2,2530,10000,1,0,0,1,2,2530,0,1420,9898,1,13.036805489042683,0,0
20692,2,3,1550,1233,1,0,0,1,3,1160,1,1490,1539,10,13.180632285528304,0,2
20693,3,2,3110,11225,1,0,0,1,3,3110,0,2610,8535,3,13.304684934198283,0,1
20694,2,2,2100,2409,1,0,0,1,3,1660,1,1900,2400,6,13.151922179645874,0,2
20695,3,2,2150,3721,1,0,0,1,3,2150,0,2150,3721,8,12.524526376648708,0,0
20696,2,1,1630,1404,1,0,0,1,3,1020,1,1420,1670,1,13.199324418540456,0,2
20697,2,2,2230,7934,1,0,0,1,2,2230,0,2310,4818,9,13.005829561148378,0,2
20698,2,2,1320,955,2,0,0,1,2,1320,0,1300,1003,6,12.560244459250788,0,1
20699,2,2,1590,1431,1,0,0,1,3,1060,0,1620,1548,4,13.081541382884074,0,2
20700,4,3,2610,3642,1,0,0,1,3,2080,1,1750,3118,10,12.994530005894443,0,1
20701,2,2,1440,2500,1,0,0,1,2,1440,0,1440,5000,7,12.568804211051438,0,1
20702,3,2,2630,6283,1,0,0,1,4,2630,0,2630,7210,9,13.13813829651969,0,1
20703,2,3,3390,10078,1,0,0,1,5,3040,1,3290,12332,2,13.527828485512494,0,1
20704,2,1,1400,1022,2,0,0,1,3,1400,0,1270,1205,7,12.959844447906553,0,2
20705,2,3,1900,2133,1,0,0,1,3,1520,1,1530,3264,5,12.948009990259552,0,1
20706,2,2,1350,1250,2,0,0,1,3,1270,1,1350,886,8,12.886514453592564,0,2
20707,3,3,3420,6752,1,0,1,1,4,3030,1,3010,5172,2,13.36138027787483,0,2
20708,2,2,2150,161607,1,0,0,1,2,1330,1,2400,207781,20,13.148031124152906,0,1
20709,3,2,2110,5306,1,0,0,1,3,2110,0,2250,5306,3,12.84792653170257,0,1
20710,3,3,3810,8519,0,0,1,1,5,2680,1,3240,10748,7,13.937728190688523,0,3
20711,4,2,2870,4369,1,0,0,1,3,2090,1,2640,4610,7,13.199324418540456,0,1
20712,1,2,1240,705,1,0,0,1,2,1150,1,1240,750,6,12.772803064351004,0,2
20713,3,3,3610,6345,1,0,0,1,4,2370,1,3010,29279,7,13.309672475709322,0,1
20714,3,2,2310,5100,1,0,0,1,4,2310,0,1260,5100,1,13.437174117244362,0,2
20715,3,2,1930,3031,0,0,0,1,2,1200,1,1930,2611,8,12.708891298894248,0,1
20716,2,2,1390,1080,1,0,0,1,2,1140,1,1450,1081,8,12.524526376648708,0,1
20717,2,2,1578,7340,1,0,0,1,2,1578,0,1850,7200,4,12.468244583811861,0,0
20718,2,1,1720,15000,0,0,0,1,4,1720,0,1900,15337,3,12.996800154428984,0,1
20719,4,3,4700,11237,1,0,0,1,5,2930,1,3180,13140,8,13.946538820370678,0,3
20720,2,3,1970,5079,1,0,0,1,3,1680,1,1940,6000,7,13.287877815881902,0,2
20721,2,2,1460,1353,1,0,0,1,3,1050,1,1690,3776,2,13.116345305078767,0,2
20722,2,2,1930,4000,1,0,0,1,3,1930,0,2050,4000,0,12.752747922189862,0,0
20723,2,2,1300,907,1,0,0,1,3,1000,1,1300,1169,8,13.240146413060712,0,3
20724,2,2,1445,1087,1,0,0,1,2,1300,1,1410,1336,9,12.779873068457553,0,2
20725,1,2,860,696,1,0,0,1,4,860,0,1100,3000,5,12.751299696013497,0,1
20726,2,2,3040,4535,1,0,0,1,4,3040,0,2670,4666,7,13.077366011473593,0,1
20727,2,2,2424,6143,1,0,0,1,4,2424,0,2381,6036,1,12.877740794412995,0,0
20728,1,1,1084,3427,1,0,0,1,2,1084,0,1084,6250,39,12.487485104968359,0,1
20729,2,2,2510,5320,1,0,0,1,3,2510,0,1820,5736,9,12.886641043883259,0,1
20730,1,1,1220,1036,2,0,0,1,2,1220,0,1210,659,8,12.564823433413245,0,1
20731,1,2,1280,835,1,0,0,1,2,1080,1,1280,1246,5,12.821258284620408,0,1
20732,4,3,3740,5610,1,0,0,1,4,2860,1,1520,4590,0,13.892471599100402,0,2
20733,2,2,1852,4000,1,0,0,1,2,1852,0,2475,4000,0,12.60786434827203,0,0
20734,3,2,2580,5787,1,0,0,1,4,2580,0,2580,4410,8,13.560618308335483,0,2
20735,3,3,3190,31450,1,0,0,1,4,3190,0,3000,72745,4,13.579788224443204,0,2
20736,2,2,3400,5119,1,0,0,1,3,2300,1,1740,5969,0,13.864300722133706,0,2
20737,1,1,1090,2686,1,0,0,1,2,1090,0,1160,2158,32,12.425208175446844,0,2
20738,2,1,2360,6145,0,0,0,1,3,2360,0,2304,5880,3,12.759957758756611,0,0
20739,4,2,2460,5604,1,0,0,1,3,2460,0,2210,6395,3,12.788288265382837,0,1
20740,4,2,2025,7760,1,0,0,1,2,2025,0,1664,9000,7,12.468436909997665,0,0
20741,3,2,4410,5104,1,0,0,1,4,3400,1,4390,5537,8,13.547631112808673,0,2
20742,2,2,2810,5400,1,0,0,1,4,2810,0,2870,5400,9,13.513053199930338,0,2
20743,4,3,4490,6000,1,0,0,1,5,3200,1,4530,6000,8,13.698976741708323,0,2
20744,3,2,3070,6432,1,0,0,1,4,3070,0,2910,5106,8,13.043320170063875,0,1
20745,3,2,1984,32400,0,0,0,1,3,1564,1,1390,9152,52,12.84792653170257,0,1
20746,4,3,4750,8234,1,0,1,1,5,3350,1,2160,14496,2,13.554145793829866,0,1
20747,3,3,2760,4104,1,0,0,1,3,1900,1,2760,5186,0,13.370784735902808,0,1
20748,3,3,4360,8175,1,1,1,1,5,3940,1,2670,8525,8,14.648419680899378,0,2
20749,3,2,3060,27251,0,0,0,1,3,3060,0,1760,27251,7,12.818551923022664,0,1
20750,3,2,2770,2650,1,0,0,1,4,2180,1,1820,2960,0,13.919870573288517,0,3
20751,4,2,2990,9240,1,0,0,1,3,2990,0,1970,18110,-1,12.785491060761776,0,1
20752,2,2,1540,1251,1,0,0,1,3,1230,1,1540,1287,12,13.38472764187182,0,3
20753,2,2,1400,1312,2,0,0,1,3,1400,0,1350,1312,7,13.241922612461968,0,2
20754,2,2,1680,2229,1,0,0,1,2,1680,0,1230,9300,7,12.751299696013497,0,1
20755,2,1,2260,7163,0,0,0,1,4,2260,0,2340,6730,2,13.081437210791684,0,1
20756,3,3,3400,5196,1,0,0,1,4,3400,0,3170,5260,2,13.399995114002609,0,2
20757,3,2,2930,5000,1,0,0,1,4,2760,1,3230,5778,7,13.592367006650065,0,3
20758,2,1,1239,6036,0,0,0,1,2,1239,0,2060,5746,5,12.441543897532917,0,0
20759,2,3,2100,2479,1,0,0,1,4,1450,1,1800,2457,3,13.226723392728571,0,1
20760,3,0,1200,2171,0,0,0,1,2,1200,0,1130,1598,81,12.388394202324129,0,1
20761,3,0,1200,2171,0,0,0,1,2,1200,0,1130,1598,82,12.84792653170257,0,1
20762,1,1,680,772,1,0,0,1,2,680,0,690,1059,9,12.384218830913648,0,2
20763,3,3,2690,3995,1,0,0,1,4,2060,0,1810,4590,1,13.541073712262515,0,2
20764,3,2,2750,7200,1,0,0,1,3,2750,0,2750,7200,3,12.971540487669746,0,1
20765,2,2,2450,4332,1,0,0,1,3,2450,0,2450,4154,4,13.399995114002609,0,2
20766,3,2,2620,4050,1,0,0,1,3,2620,0,2030,3944,0,12.899127321811731,0,1
20767,1,1,1130,1148,1,0,0,1,4,800,1,1350,1201,7,12.926348493478372,0,2
20768,3,2,2790,5527,1,0,0,1,3,2790,0,2620,5509,0,13.088709381291137,0,1
20769,2,1,1820,1357,2,0,0,1,4,1820,0,1710,1372,0,13.060381585048447,0,1
20770,3,2,2910,7467,1,0,0,1,3,2910,0,2790,7868,1,13.130446619797462,0,1
20771,3,2,2568,5000,1,0,0,1,4,2568,0,2547,4500,1,12.962185235536063,0,1
20772,3,2,3090,5859,1,0,0,1,4,3090,0,2960,5250,4,13.54108029118824,0,2
20773,1,1,1460,1085,1,0,0,1,3,950,1,1580,1202,1,13.458834185453092,0,3
20774,2,2,2010,2263,1,0,0,1,3,1340,1,1500,2670,0,13.527761816623505,0,2
20775,3,2,2610,5140,1,0,0,1,3,2610,0,1190,5101,8,13.421875201609687,0,2
20776,1,1,960,1000,1,0,0,1,3,920,1,1200,1297,7,13.017002861746503,0,2
20777,2,2,1528,7616,1,0,0,1,2,1528,0,1850,7340,4,12.513557345278134,0,0
20778,1,1,1310,1264,1,0,0,1,3,1120,1,1330,1265,8,13.017002861746503,0,1
20779,2,2,1760,2122,2,0,0,1,4,1760,0,1420,1618,0,13.375376362320816,0,2
20780,2,2,1420,3542,1,0,0,1,3,1310,1,1180,1622,7,12.577636201962656,0,1
20781,2,2,1650,2082,2,0,0,1,3,1650,0,1650,1965,7,12.842649474601725,0,1
20782,2,2,2320,6775,0,0,0,1,3,2320,0,1680,4750,6,13.49812500613905,0,2
20783,3,2,2628,11466,1,0,0,1,4,2628,0,2849,10909,1,13.12068196462179,0,0
20784,3,2,2520,4831,1,0,0,1,3,2520,0,2430,3937,5,13.19188944005294,0,2
20785,4,3,2880,5000,1,0,0,1,3,2260,1,2590,4800,3,12.947771866672285,0,1
20786,2,2,1440,1362,2,0,0,1,2,1440,0,1180,2603,0,13.058358047428417,0,2
20787,2,2,2185,6042,1,0,0,1,4,2185,0,2297,5876,6,12.832011076396668,0,0
20788,3,1,1500,2106,1,0,0,1,2,1500,0,1490,2175,0,12.114877985345247,0,1
20789,2,2,1769,7324,1,0,0,1,4,1769,0,2502,6017,2,12.721551426548809,0,1
20790,3,3,3650,18223,1,0,1,1,4,3330,1,3220,11022,1,13.592241998836913,0,3
20791,3,2,2160,6223,1,0,0,1,3,2160,0,2160,5555,4,12.855790268162783,0,1
20792,2,2,1820,374616,1,0,0,1,2,1820,0,1870,220654,15,13.270783382522602,0,1
20793,2,2,2370,4200,1,0,0,1,3,2370,0,2370,4200,0,12.771383613667108,0,1
20794,2,2,3180,2758,1,0,1,1,5,2240,1,2420,2758,7,14.100689500197937,0,3
20795,2,2,1780,4077,1,0,0,1,3,1780,0,1970,4077,4,12.65075846679162,0,1
20796,3,3,2650,3127,1,0,0,1,3,2230,1,2330,3137,3,13.422393893036974,0,2
20797,4,2,3300,7560,1,0,0,1,5,3300,0,3150,8580,7,13.919870573288517,0,2
20798,1,2,1160,1219,2,0,0,1,3,1160,0,1320,2800,8,12.936033799212835,0,2
20799,2,2,3460,5353,1,0,0,1,5,2850,1,2460,6325,7,14.038654109278484,0,2
20800,2,2,1390,2450,1,0,0,1,2,1390,0,1390,2450,5,12.24913213499062,0,1
20801,1,2,1260,1131,2,0,0,1,3,1260,0,1490,2500,8,13.021437458814368,0,2
20802,4,2,2940,5225,1,0,0,1,3,2760,1,3090,6261,5,13.637579349471613,0,2
20803,4,3,3190,4247,1,0,0,1,3,2430,1,2580,3989,2,13.567049198665774,0,2
20804,3,3,3930,6120,1,0,0,1,5,3310,1,3390,6120,7,14.214286677921642,0,3
20805,4,3,3570,10125,1,0,0,1,5,3570,0,1760,10125,0,14.28551418721001,0,3
20806,2,2,2420,4725,1,0,0,1,3,2420,0,2370,4200,0,12.821112328023315,0,1
20807,2,2,3400,7200,1,0,1,1,4,2470,1,1580,8676,5,13.180632285528304,0,1
20808,3,2,2478,6079,1,0,0,1,3,2478,0,2279,6079,3,12.863592648446968,0,0
20809,3,2,3070,7830,1,0,1,1,5,1970,1,2440,4682,6,14.457364444136669,0,2
20810,3,3,3200,7605,1,0,1,1,4,2500,1,2240,4416,1,13.507625778194974,0,1
20811,4,3,5790,12739,1,0,1,1,5,4430,1,5790,13928,0,14.375126345899696,0,3
20812,2,2,1590,926,2,0,0,1,3,1590,0,1640,1321,1,13.102058624063964,0,2
20813,2,2,1730,1442,1,0,0,1,3,1440,1,1370,1524,7,12.7868906411162,0,1
20814,3,2,2303,3680,1,0,0,1,3,2303,0,2303,3760,1,12.706832781812727,0,0
20815,2,2,1790,3754,1,0,0,1,3,1790,0,1800,3393,1,12.933621252807452,0,2
20816,2,3,2490,3517,1,0,0,1,3,1720,1,1600,2378,9,13.187214349723945,0,2
20817,3,2,2669,5385,1,0,0,1,4,2669,0,2669,4645,1,12.905189472243153,0,1
20818,3,3,2610,2552,1,0,0,1,5,2160,1,2610,2664,7,13.493926933836812,0,2
20819,5,5,6160,27490,1,0,0,1,5,4040,1,4225,9100,7,14.0623706358958,0,2
20820,1,1,1290,1493,1,0,0,1,3,1290,0,1410,1875,0,12.387560521575551,0,1
20821,4,3,3560,5008,1,0,0,1,3,2810,1,2910,5026,1,13.33254326232668,0,1
20822,3,3,4360,6000,1,0,1,1,5,3400,1,4310,6000,7,14.04662227892766,0,2
20823,2,2,1230,1238,1,0,0,1,3,1080,1,1230,953,5,12.983101310070822,0,3
20824,3,3,3640,60086,1,0,0,1,5,3640,0,2900,51721,9,13.737549016494562,0,2
20825,1,2,1780,2493,2,0,0,1,3,1780,0,2050,4400,34,13.355853220772683,0,2
20826,2,1,1140,1069,2,0,0,1,3,1140,0,1230,1276,10,12.899207326011993,0,2
20827,2,1,1270,1320,2,0,0,1,3,1270,0,1370,1320,8,12.821123140353697,0,2
20828,4,3,2780,3583,1,0,0,1,3,2180,1,2640,3850,10,13.071070083016778,0,1
20829,3,2,1912,5000,1,0,0,1,3,1912,0,2020,5000,2,12.774223335915433,0,0
20830,3,2,2300,9690,1,0,0,1,3,2300,0,1200,9085,9,12.706696406811568,0,0
20831,2,2,2828,4050,1,0,0,1,3,2828,0,2513,4507,2,12.813117127036707,0,0
20832,3,2,2425,9017,1,0,0,1,4,2425,0,2725,7019,1,13.011431816697048,0,0
20833,3,3,3730,4560,1,0,0,1,4,2760,1,1800,4560,-1,13.296316684527767,0,2
20834,0,0,730,1942,0,0,0,1,2,730,0,1020,2044,5,12.691580461311874,0,2
20835,1,2,1990,1756,2,0,0,1,4,1780,1,1955,1438,10,13.444446876573442,0,3
20836,2,2,1300,812,1,0,0,1,3,880,1,1300,824,6,12.706696406811568,0,2
20837,3,2,2560,7492,1,0,0,1,3,2560,0,1260,11541,1,12.897969044188466,0,0
20838,4,2,2450,5047,1,0,0,1,3,2450,0,2450,4478,8,13.226723392728571,0,1
20839,1,1,1440,725,1,0,0,1,3,1100,1,1440,4255,3,12.96453929221076,0,1
20840,2,2,1140,1557,2,0,0,1,3,1140,0,1140,1245,7,12.834681304952548,0,2
20841,1,1,1110,957,1,0,0,1,3,930,1,1680,1104,9,13.120361374733656,0,3
20842,2,2,2620,43832,1,0,0,1,3,2620,0,2620,120686,1,13.527828485512494,0,2
20843,2,2,1690,1200,1,0,0,1,3,1410,1,1740,1664,0,12.727541429394645,0,1
20844,1,2,1950,1610,2,0,0,1,3,1950,0,910,1745,5,13.226723392728571,0,2
20845,3,3,3530,8126,1,0,0,1,5,3530,0,2660,8126,7,14.0623706358958,0,3
20846,3,3,3310,4684,1,0,0,1,4,2290,1,1850,4750,0,13.815460556714232,0,2
20847,4,2,2620,5477,1,0,0,1,5,2620,0,1680,5217,5,13.790192749979985,0,2
20848,2,2,1350,3582,1,0,0,1,3,1350,0,1940,3860,5,12.608198852372823,0,1
20849,1,2,1741,1439,1,0,0,1,3,1446,1,2090,10454,8,13.079455876393052,0,2
20850,2,2,1650,2201,2,0,0,1,3,1650,0,1650,1965,8,12.966878474563934,0,1
20851,2,2,1890,6500,1,0,0,1,2,1890,0,2340,7500,2,12.921470435024938,0,2
20852,2,2,1950,1833,2,0,0,1,4,1610,1,2040,2131,6,13.590490246637204,0,3
20853,3,3,4490,5805,1,0,0,1,4,3390,1,4410,6299,8,13.442996549995796,0,2
20854,5,2,3206,5793,1,0,0,1,2,3206,0,2527,5804,2,12.834681304952548,0,0
20855,3,3,4130,77832,1,0,1,1,5,4130,0,4130,87476,3,13.560618308335483,0,1
20856,4,2,2800,5700,1,0,0,1,3,2800,0,2910,5349,0,13.369196892483066,0,1
20857,3,2,1984,4419,1,0,0,1,2,1984,0,2440,4418,5,12.611537753638338,0,0
20858,3,2,2750,11830,1,0,0,1,4,2750,0,2310,11830,0,13.348701819615057,0,1
20859,2,2,1740,5757,0,0,0,1,2,1740,0,2380,5647,5,12.524526376648708,0,1
20860,3,2,1800,2752,1,0,0,1,3,1800,0,1650,2752,0,12.773656603114773,0,1
20861,2,2,1540,1005,2,0,0,1,3,1540,0,1510,1501,7,13.244581010128577,0,2
20862,3,2,2030,2222,1,0,0,1,4,1610,1,1420,2222,0,13.547631112808673,0,2
20863,3,2,3310,4839,1,0,0,1,4,3310,0,3240,5280,8,13.37545400508649,0,2
20864,2,1,1270,1416,2,0,0,1,3,1270,0,1270,1413,8,13.041153321978786,0,2
20865,4,2,2406,7093,1,0,0,1,3,2406,0,1767,7093,8,12.508027377268673,0,0
20866,1,2,1540,965,2,0,0,1,4,1540,0,1410,964,7,13.369223455335854,0,2
20867,3,2,2820,6983,1,0,0,1,4,2820,0,2597,7222,1,13.032438669876342,0,0
20868,4,2,2540,5100,1,0,0,1,2,2540,0,1400,9440,0,12.779873068457553,0,0
20869,1,2,1230,989,2,0,0,1,3,1230,0,1230,1223,7,12.782686009834167,0,2
20870,3,2,1900,2766,1,0,0,1,3,1900,0,1900,2604,0,12.959844447906553,0,1
20871,4,2,2920,6327,1,0,0,1,3,2920,0,2520,5026,7,13.240146413060712,0,1
20872,2,2,1450,1053,1,0,0,1,3,940,1,1410,1080,6,13.038981768465277,0,2
20873,3,2,5370,69848,1,0,0,1,5,3500,1,4443,94403,10,13.579788224443204,0,1
20874,2,1,1270,1333,2,0,0,1,3,1270,0,1330,1333,9,12.901716706288706,0,2
20875,2,2,2550,5100,1,0,0,1,4,2550,0,1250,4080,0,13.9108207377686,0,2
20876,3,2,3070,7150,1,0,0,1,4,3070,0,3200,6984,8,13.652991628466498,0,2
20877,2,2,1450,4050,1,0,0,1,2,1450,0,1660,3800,4,12.522706539931722,0,1
20878,4,3,4230,16526,1,0,0,1,5,4230,0,3000,12362,7,14.47819853103951,0,3
20879,3,2,3480,6262,1,0,0,1,4,3480,0,3490,6629,11,13.602317337503232,0,2
20880,2,2,1490,974,1,0,0,1,2,1220,1,1490,1283,5,12.65075846679162,0,1
20881,2,2,1200,1400,2,0,0,1,3,1200,0,1370,6552,9,12.676076274775909,0,1
20882,2,2,2150,4332,1,0,0,1,3,2150,0,2140,4332,2,12.92391243868049,0,1
20883,2,3,3690,8837,1,0,0,1,5,3690,0,3690,9585,13,13.493926933836812,0,2
20884,3,2,1900,3301,1,0,0,1,2,1900,0,1960,3379,7,12.721885810807203,0,1
20885,3,3,1690,1321,1,0,0,1,3,1320,1,3080,4558,1,13.161564859603466,0,2
20886,3,2,2790,8853,1,0,0,1,3,2790,0,2790,8092,1,13.186486812405569,0,1
20887,2,1,1936,6612,1,0,0,1,2,1936,0,1620,21600,0,12.524162674153336,0,0
20888,1,2,1150,711,1,0,0,1,2,1150,0,1150,748,1,12.691580461311874,0,2
20889,3,2,2040,22653,1,0,0,1,2,2040,0,2020,20502,3,12.765688433465597,0,0
20890,3,2,2470,7539,1,0,0,1,4,2470,0,2580,7539,8,13.217673557208654,0,1
20891,3,2,1890,4158,1,0,0,1,3,1890,0,2720,4549,1,12.650277581954269,0,1
20892,2,2,1626,1583,1,0,0,1,3,1419,1,1400,1583,8,13.173056491719846,0,2
20893,3,2,2250,5306,1,0,0,1,3,2250,0,2250,5306,2,12.834681304952548,0,1
20894,2,2,1350,1234,1,0,0,1,2,1160,1,1420,1234,8,12.61153442029945,0,1
20895,2,2,1460,1238,1,0,0,1,3,1200,1,1280,1257,6,12.985397522331171,0,2
20896,2,2,2056,3564,1,0,0,1,2,2056,0,2056,3577,0,12.621488084491506,0,1
20897,1,2,1160,1458,1,0,0,1,3,1040,1,1650,2311,2,13.17115354157376,0,3
20898,2,2,1384,1287,1,0,0,1,3,1144,1,1570,1288,8,13.262125319779487,0,3
20899,1,1,1100,1107,2,0,0,1,3,1100,0,1110,2750,6,12.948009990259552,0,2
20900,2,2,2456,7566,1,0,0,1,3,2456,0,2478,7212,2,12.706696406811568,0,0
20901,3,4,4500,215186,1,0,1,1,5,2630,1,3030,25447,5,14.419826524817603,0,2
20902,3,3,3780,10099,0,0,1,1,5,2240,1,3120,10669,9,13.981024996441848,0,3
20903,1,2,1320,1157,1,0,0,1,3,990,1,1550,1519,0,13.122263372403996,0,2
20904,3,2,5940,11533,1,0,1,1,5,4950,1,4240,12813,10,13.955272500339433,0,2
20905,2,1,1650,5027,0,0,0,1,2,1650,0,2430,6000,6,12.89921982609012,0,2
20906,2,2,1670,4440,0,0,0,1,2,1670,0,1670,4622,0,12.41694116596877,0,1
20907,2,3,1610,1275,1,0,0,1,3,1220,1,1750,3000,9,13.353475098367715,0,3
20908,4,2,3370,10315,1,0,0,1,4,3370,0,3010,8296,8,13.237476184504834,0,1
20909,3,2,2660,4082,1,0,0,1,2,2660,0,2390,4876,4,12.567237494741757,0,1
20910,2,3,1690,1473,1,0,0,1,3,1380,1,1670,2594,7,13.304684934198283,0,3
20911,2,2,1620,1062,2,0,0,1,3,1620,0,1560,1728,0,13.102160670086809,0,2
20912,2,1,1300,958,1,0,0,1,2,840,1,1340,1254,4,12.706847933442663,0,1
20913,3,2,1610,4052,1,0,0,1,2,1610,0,2110,4034,1,12.56706326353651,0,1
20914,2,3,3530,4920,1,0,0,1,4,2660,1,1900,4200,0,14.253765488895429,0,3
20915,3,2,3550,8618,1,0,0,1,5,3550,0,1310,9746,8,13.687677186454389,0,2
20916,2,2,1730,1755,2,0,0,1,3,1730,0,1830,1804,0,13.266377137543234,0,2
20917,4,2,2400,4900,1,0,0,1,3,2400,0,2110,5696,4,12.911642346088676,0,1
20918,2,2,1420,1237,2,0,0,1,3,1420,0,1510,2501,0,13.142166004700508,0,2
20919,1,1,1220,1120,1,0,0,1,3,1110,1,2010,3175,6,13.049792684569493,0,3
20920,3,2,2360,4000,1,0,0,1,4,2360,0,3040,4400,1,14.077874822431765,0,3
20921,3,3,3990,11270,1,0,1,1,4,2930,1,1980,11328,8,13.319573546692034,0,1
20922,2,2,1260,1211,2,0,0,1,3,1260,0,1270,1211,10,12.724866438945341,0,2
20923,2,2,1580,2407,1,0,0,1,3,1580,0,1580,2212,2,12.834681304952548,0,1
20924,2,2,1760,2688,1,0,0,1,2,1760,0,1760,2329,9,12.593034282073779,0,1
20925,4,3,3420,4216,1,0,0,1,4,2520,1,1420,4500,6,13.737549016494562,0,2
20926,4,2,2870,6593,1,0,0,1,4,2870,0,3150,6593,8,13.500799813124575,0,2
20927,3,2,1934,5677,1,0,0,1,3,1934,0,1919,5049,1,12.542544882151386,0,0
20928,2,1,1220,962,2,0,0,1,3,1220,0,1510,2501,0,13.122363377404328,0,2
20929,2,2,2450,5750,1,0,0,1,4,2450,0,3200,8036,2,13.312983737012978,0,2
20930,2,3,1860,1787,2,0,0,1,3,1860,0,1830,1787,7,12.84779494409793,0,1
20931,2,2,1500,1119,2,0,1,1,2,1110,0,1500,1057,7,13.312983737012978,0,3
20932,1,1,1570,1108,2,0,0,1,4,1570,0,1940,1160,8,13.487006490992238,0,3
20933,2,1,1280,960,1,0,0,1,4,1040,1,1280,1173,0,13.217491722495906,0,2
20934,2,2,3192,5653,1,0,0,1,3,3192,0,3000,5134,1,12.96453929221076,0,0
20935,2,2,1690,1479,2,0,0,1,3,1420,1,1280,1253,9,13.106233995474446,0,2
20936,1,2,1590,1426,1,0,0,1,3,1590,0,1590,1426,0,12.946079556742603,0,2
20937,2,2,2870,7288,1,0,0,1,4,2870,0,2870,5998,2,13.38472764187182,0,1
20938,3,2,2580,4818,1,0,0,1,3,2580,0,2570,5386,9,12.84779494409793,0,1
20939,3,2,1830,3420,1,0,0,1,3,1830,0,1813,3420,2,12.505436222755792,0,1
20940,3,2,2927,6000,1,0,0,1,2,2927,0,2533,6000,3,12.916568464424731,0,1
20941,2,1,1320,1250,2,0,0,1,3,1320,0,1560,1694,7,13.270783382522602,0,2
20942,2,2,1720,3581,1,0,0,1,2,1720,0,1720,3600,4,12.873132491326801,0,2
20943,1,0,828,4524,0,0,0,1,1,828,0,828,5402,47,11.608235644774552,1,0
20944,2,1,1040,1264,1,0,0,1,4,900,1,1350,3000,-1,12.345834587905333,0,2
20945,3,2,2790,6685,1,0,0,1,3,2790,0,2790,6444,0,13.186989394713999,0,1
20946,2,2,1410,1332,1,0,0,1,2,960,1,1410,1343,0,12.59642411582829,0,1
20947,3,4,4040,8400,1,0,0,1,4,3220,1,3940,8400,8,13.664687668229691,0,2
20948,3,3,3370,3634,1,0,0,1,4,2750,1,3200,3650,7,13.607255619143816,0,2
20949,2,2,1660,3990,1,0,0,1,2,1660,0,1670,4050,5,12.690040815126281,0,1
20950,1,1,910,2550,0,0,0,1,1,910,0,1310,2550,11,12.170445467887022,0,1
20951,2,2,1280,959,2,0,0,1,3,1280,0,1130,1126,9,12.779873068457553,0,2
20952,3,2,2360,4924,1,0,0,1,3,2360,0,2360,4670,6,13.17115354157376,0,1
20953,2,2,2529,9653,1,0,0,1,2,2529,0,2533,6125,3,12.823822561617671,0,1
20954,3,3,4700,10183,0,0,1,1,5,2660,1,3770,9000,12,14.03062193758122,0,3
